v1,v2,length
1,tried call reply sms video mobile 750 mins unlimited text free camcorder reply call 08000930705 del thurs,143
0,kkwhen give treat,26
1,2nd time tried contact u u å£400 prize 2 claim easy call 087104711148 10p per minute btnationalrate,152
0,hes gonna worry nothing wont give money use,70
0,get gift year didnt get anything bad,58
0,somewhere beneath pale moon light someone think u dreams come true goodnite amp sweet dreams,139
0,well theres pattern emerging friends telling drive come smoke telling im weed fiendmake smoke muchimpede things see im hesitant,215
0,ow u deyi paid 60400thousadi told u would call,50
0,im fine babes aint 2 much tho saw scary movie yest quite funny want 2mrw afternoon town mall sumthinxx,123
0,im reaching home 5 min,25
0,forgot working today wanna chat things ok drop text youre free bored etc ill ring hope well nose essay xx,155
0,ha must walk everywhere cannot take tram cousin said walk vic market hotel,105
1,wan2 win meetgreet westlife 4 u m8 currently tour 1unbreakable 2untamed 3unkempt text 12 3 83049 cost 50p std text,149
1,please call customer service representative freephone 0808 145 4742 9am11pm guaranteed å£1000 cash å£5000 prize,147
0,discussed mother ah,29
0,ok,2
0,sorry cant text amp drive coherently see twenty,56
1,receiving weeks triple echo ringtone shortly enjoy,70
0,place get rooms cheap,36
0,eek thats lot time especially since american pie like 8 minutes long cant stop singing,99
0,gran onlyfound afew days agocusoon honi,43
1,uve selected stay 1 250 top british hotels nothing holiday valued å£350 dial 08712300220 claim national rate call bx526 sw73ss,152
0,university southern california,33
0,pick rayan macleran,36
0,u gd lor go shopping got stuff u wan 2 watch infernal affairs come lar,84
0,well balls time make calls,29
0,wat time ì wan today,20
0,ltgt mca conform,29
0,oh ok wats ur email,19
0,yes princess going make moan,42
0,lol ok didnt remember til last nite,41
0,û anyway many good evenings u,35
0,cool ill text,26
0,sorry vikky im watching olave mandara movie kano trishul theatre wit frnds,80
0,im happy babe woo hoo party dude,49
0,taking italian food pretty dress panties,74
0,wot u 2 thout u gonna call txt bak luv k,51
1,chosen receive å£350 award pls call claim number 09066364311 collect award selected receive valued mobile customer,157
0,holding,22
0,dont flatter tell man mine two pints carlin ten minutes please,86
0,hope scared,23
0,cant pick phone right pls send message,50
0,im home n ready,18
1,please call customer service representative freephone 0808 145 4742 9am11pm guaranteed å£1000 cash å£5000 prize,147
0,time u get,22
0,literally bed like ltgt hours,60
0,yes reg ciao,19
0,mean website yes,27
1,win å£1000 cash prize prize worth å£5000,47
1,thanks ringtone order reference number x49your mobile charged 450 tone arrive please call customer services 09065989182,152
0,lol could starve lose pound end day,65
0,yeah thats impression got,31
0,ok ok take care understand,32
0,motivate behind every darkness shining light waiting find behind every best friend always trust love bslvyl,145
0,ya ok dinner,21
0,slept timeyou,30
0,dont make ne plans nxt wknd coz wants us come ok,69
0,school starting stay whats weather like food social support system like friends school things important,173
0,ha ha nan yalrigu heltiniiyo kothi chikku u shared many things wit meso far didnt told body even uttered word abt u ur trusting much tell others plz nxt time dont use words meok chikkub,234
0,noice text youre,29
0,hi di yijue meeting 7 pm esaplanade tonight,57
1,moby pub quizwin å£100 high street prize u know new duchess cornwall txt first name 82277unsub stop å£150 008704050406 sp,152
1,weeks savamob member offers accessible call 08709501522 details savamob pobox 139 la3 2wu å£150week savamob offers mobile,149
0,aight ive set free think could text blakes address occurs im quite sure im thought,132
0,hi dear saw dear happy battery low,65
0,ages hows abj,34
0,prof passed papers sem congrats student enna kalaachutaarama prof gud mrng,106
0,dont kick coco hes,28
0,fyi im gonna call sporadically starting like ltgt bc doin shit,91
1,contacted dating service someone know find call mobile landline 09064017305 pobox75ldns7,147
1,tbspersolvo chasing us since sept forå£38 definitely paying thanks information ignore kath manchester,135
0,hope youåõre much fun without see u tomorrow love jess x,74
0,ok wont call disturb one know avoiding burden,82
0,ive reached home n bathe liao u call,49
1,loans purpose even bad credit tenants welcome call noworriesloanscom 08717111821,103
0,actual exam harder nbme,36
0,lot sickness thing going round take easy hope u feel better soon lol,81
0,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaidthis friend 4u,125
1,87077 kick new season 2wks free goals news ur mobile txt ur club name 87077 eg villa 87077,111
0,hey sathya till dint meet even single time saw situation sathya,95
0,gam gone outstanding innings,34
0,played smash bros ltgt religiously,40
0,sir good morning hope good weekend called let know able raise ltgt dad however said would make rest available mid feb amount still quite short hoping would help good day abiola,264
0,hurry home soup done,23
0,check rooms befor activities,45
0,good afternoon love good see words ym get tm smart move slave smiles drink coffee await,140
0,quite ok bit ex u better go eat smth else ill feel guilty,67
1,orange brings ringtones time chart heroes free hit week go ringtones pics wap stop receiving tips reply stop,149
0,lemme know youre,26
1,private 2003 account statement 07973788240 shows 800 unredeemed points call 08715203649 identifier code 40533 expires 311004,139
0,needs stop going bed make fucking dealing,63
0,love brother time talk english grins say hey muhommad penny says hello across sea,139
1,tried call reply sms video mobile 750 mins unlimited text free camcorder reply call 08000930705,134
0,hey doc pls want get nice shirt hubby nice fiting ones budget ltgt k help pls load card abi hwkeep posted luv 2 mj,147
0,remain unconvinced isnt elaborate test willpower,69
0,life nothing wen v get everything life everything wen v miss something real value people wil realized absence gud mrng,149
0,miss,22
0,aint answerin phone actually pretty reasonable hour im sleepy,83
0,hey rite u put åè10 evey mnth,46
0,going bed prin,26
0,think ûthanks see tomo,47
0,u dun drive go 2 sch,34
0,home lei,21
1,gsoh good spam ladiesu could b male gigolo 2 join uks fastest growing mens club reply oncall mjzgroup 087143423992stop reply stop msgå£150rcvd,157
0,ok come ur home half hour,49
1,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094599,129
0,u hav frnd name ashwini ur college,47
0,jus finish lunch way home lor tot u dun wan 2 stay sch today,74
0,k 2marrow coming class,38
1,hot live fantasies call 08707500020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,121
0,pls send address sir,28
0,want lick pussy,29
0,yo gonna still stock tomorrowtoday im trying get dubsack,71
1,urgent mobile number awarded ukp2000 prize guaranteed call 09061790125 landline claim 3030 valid 12hrs 150ppm,135
0,ill see prolly yeah,23
0,thought could go dinner ill treat seem ok,56
0,stand away doesnt heart ache without dont wonder dont crave,145
0,sorry never hear unless book one kinda jokethet really looking skinny white girls one lineyou much camera something like theyre casting look,220
0,doinghow,25
0,sure thing big man hockey elections 6 shouldnû÷t go longer hour though,92
0,watch lor saw swatch one thk quite ok ard 116 need 2nd opinion leh,82
0,hiya u like hlday pics looked horrible took mo hows camp amrca thing speak soon serena,112
0,babe goes day miss already love loving kiss hope everything goes well,113
0,yunny im goin late,24
0,doc prescribed morphine cause pain meds arent enough waiting mom bring med kick fast im gonna try later,156
0,cool want go kappa meet outside mu,59
0,hey sexy buns told adore loverboy hope remember thank sister law meatballs grins love babe,143
0,may b approve panalambut posts,50
1,spjanuary male sale hot gay chat cheaper call 08709222922 national rate 15pmin cheap 78pmin peak stop texts call 08712460324 10pmin,146
0,sorry ill call later,20
0,dont thnk wrong calling us,42
0,im workin get job,31
0,youre done mean,33
0,ur luck love someone ur fortune love one loves u,74
0,hi baby ive got back work wanting see u allday hope didnt piss u phone today u give call xxx,145
1,freemsg todays day ready im horny live town love sex fun games netcollex ltd 08700621170150p per msg reply stop end,145
0,yahoo boys bring perf legal,53
0,need say anything know outsider,53
0,ever one foot,33
0,got ltgt,17
0,good donû÷t need receiptsûówell done û yes please tell whatû÷s number could ring,102
0,ever green quote ever told jerry cartoon person irritates u always one loves u vry much fails express gud nyt,144
0,leave wif lar ìï wan carry meh heavy da num 98321561 familiar ì,81
0,beautiful truth expression face could seen everyone depression heart could understood loved ones gud ni8,144
0,infact happy new year seeing,66
1,simpsons movie released july 2007 name band died start film agreen day bblue day cred day send b c,136
0,thats shame maybe cld meet hrs tomo,45
0,lol would despite cramps like girl,56
0,canåõt wait cornwall hope tonight isnåõt bad well itåõs rock night shite anyway iåõm going kip good night speak soon,157
0,pls help tell sura im expecting battery hont pls send message download movies thanks,136
1,please call amanda regard renewing upgrading current tmobile handset free charge offer ends today tel 0845 021 3680 subject ts cs,155
0,havent found way get another app phone eh go net cafe take job geeee need babe crave see,149
0,work mon thurs sat cant leh booked liao day u free,83
0,ìï comin fetch us oredi,26
0,whats nannys address,20
1,urgent 4 costa del sol holiday å£5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh costå£150pm max10mins,148
0,haf u eaten wat time u wan 2 come,36
1,want new video phone 750 anytime network mins half price line rental free text 3 months reply call 08000930705 free delivery,141
0,yo call get chance friend mine wanted ask big order,90
0,single single answers fighting plus said broke didnt reply,83
0,certainly puts things perspective something like happens,74
0,got tv 2 watch meh u work today,38
0,felt sonot conveying reason ese,54
1,mobile 11 months u r entitled update latest colour mobiles camera free call mobile update co free 08002986030,152
0,hows going got exciting karaoke type activities planned im debating whether play football eve feeling lazy though,128
0,told coming wednesday,34
0,ok called mom instead fun,34
1,dear voucher holder claim weeks offer pc please go httpwwwwtlpcouktext tscs apply,100
0,well im desperate ill call armand,52
0,work right,26
1,congrats nokia 3650 video camera phone call 09066382422 calls cost 150ppm ave call 3mins vary mobiles 16 close 300603 post bcm4284 ldn wc1n3xx,155
0,havent heard anything hes answering texts im guessing flaked said jb fantastic,107
0,mmmmmm love youso much ahmad cant wait year begin every second takes closer side happy new year love,144
0,pls whats full name jokes school cos fees university florida seem actually ltgt k pls holla back,116
0,sorry ill call later,20
0,ok said ive got wisdom teeth hidden inside n mayb need 2 remove,72
0,pls pls drink plenty plenty water,37
0,hows queen going royal wedding,68
0,hes lag thats sad part keep touch thanks skype,71
0,ok lor go tog lor,25
0,two teams waiting players,34
0,ì send copy da report,33
0,swhrt u deyhope ur ok tot u 2daylove n misstake care,62
0,ok da already planned wil pick,38
1,urgent please call 0906346330 abta complimentary 4 spanish holiday å£10000 cash await collection sae tcs box 47 po19 2ez 150ppm 18,138
0,sorry ill call later meeting,31
0,really need shit tomorrow know wont awake like 6,82
0,im good registered vote,35
0,hmm ok ill stay like hour cos eye really sore,58
0,dear got bus directly calicut,32
0,mm umma ask vava also come tell play later together,62
0,well general price ltgt oz let know ifwhenhow much want,70
0,sorry ill call later,20
0,moment dayhas valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find todaygood morning,151
0,ltgt w jetton ave forgot,32
0,ok im coming home,21
0,use foreign stamps country,42
1,double mins txts 4 6months free bluetooth orange available sony nokia motorola phones call mobileupd8 08000839402 call2optoutn9dx,145
0,sorry lot friendofafriend stuff im talk actual guy wants buy,101
1,free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mates wwwgetzedcouk pobox 36504 w45wq norm150ptone 16,152
1,want funk ur fone weekly new tone reply tones2u 2 text wwwringtonescouk original n best tones 3gbp network operator rates apply,149
1,cmon babe make horny turn txt fantasy babe im hot sticky need replies cost å£150 2 cancel send stop,137
0,come tomorrow di,23
0,wylie update weed dealer carlos went freedom class lunsford,80
0,happy baby alright take job hope fine send kiss make smile across sea kiss kiss,143
0,c movie juz last minute decision mah juz watch 2 lar tot ì interested,82
0,enjoying semester take care brother,52
1,important information 4 orange user 0796xxxxxx today ur lucky day2 find log onto httpwwwurawinnercom theres fantastic prizeawaiting,148
0,get door im,20
0,lets use next week princess,31
0,go home first lar ì wait 4 lor put stuff first,64
0,want kfc tuesday buy 2 meals 2 gravy 2 mark 2,69
0,dahe stupid daalways sending like thisdon believe messagepandy mental,93
0,oi gonna ring,22
1,missed call alert numbers called left message 07008009200,70
0,attended nothing,31
0,ard 530 like dat lor juz meet mrt station ì dun haf come,74
0,dear sleeping p,24
0,er mw im filled tuth aight,29
0,office around 4 pm going hospital,50
0,actually im waiting 2 weeks start putting ad,58
0,anything lor go go lor,41
0,u free sat rite u wan 2 watch infernal affairs wif n darren n mayb xy,75
0,plz note anyone calling mobile co amp asks u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn,240
0,yo around friend mines lookin pick later tonight,63
0,stupid auto correct phone,31
0,double eviction week spiral michael good riddance,71
0,world suffers lot violence bad people silence good people,107
0,ok thats cool either raglan rd edward rd behind cricket ground gimme ring ur closeby see tuesday,126
0,buy one egg daplease,27
0,started skye,24
0,bookedthe hut also time way,68
0,several sir,22
0,u really pig leh sleep much dad wake 10 smth 2 eat lunch today,77
0,im home please call,22
0,love hope anything drastic dont dare sell pc phone,89
0,reached home tired come tomorro,66
1,freemsg records indicate may entitled 3750 pounds accident claim free reply yes msg opt text stop,154
1,u win å£100 music gift vouchers every week starting txt word draw 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription,155
0,life style garments account please,37
0,lol wtf random btw lunch break,43
0,sez hows u de arab boy hope u r good give love 2 evry1 love ya eshxxxxxxxxxxx,85
0,lay man let know missed thought great day send bimbo ugos numbers ill appreciate safe,149
0,detroit home snow enjoy,33
1,show ur colours euro 2004 241 offer get england flag 3lions tone ur phone click following service message info,128
0,okie,4
0,aight im chillin friends room text youre way,67
0,toshiba portege m100 gd,26
0,well welp sort semiobscure internet thing,49
1,text pass 69669 collect polyphonic ringtones normal gprs charges apply enjoy tones,103
1,accordingly repeat text word ok mobile phone send,72
0,loosu go hospital de dont let careless,44
0,much eighth,22
0,omg joanna freaking shes looked thru friends find photos shes asking stuff myspace havent even logged like year,175
0,send ur birthdate month year tel u ur life partners name method calculation reply must,113
0,juz havent woke bit blur blur dad went liao cant cum oso,82
0,clothes jewelry trips,35
1,block breaker comes deluxe format new features great graphics tmobile buy å£5 replying get bbdeluxe take challenge,155
0,aah cuddle would lush id need lots tea soup kind fumbling,83
1,important information 4 orange user today lucky day2find log onto httpwwwurawinnercom theres fantastic surprise awaiting,143
0,late,28
0,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish,146
0,plans family set stone,44
0,pls dont forget study,24
0,youll never believe actually got taunton wow,67
0,den weekdays got special price haiz cant eat liao cut nails oso muz wait finish drivin wat lunch still muz eat wat,128
0,broke list reasons nobodys town cant tell shes sarcastic faggy,111
0,ltdecimalgt common car better buy china asia find less expensive ill holla,125
0,greatest test courage earth bear defeat without losing heartgn tc,81
0,sorry im stil fucked last nite went tobed 430 got 4 work 630,75
0,hey whats plan sat,31
0,beauty sleep help ur pimples,36
0,great hope using connections mode men also cos never know old friends lead today,121
1,natalja 25f inviting friend reply yes440 no440 see wwwsmsacunat27081980 stop send stop frnd 62468,124
0,get,18
0,kind missed train cos asthma attack nxt one half hr driving sure park,102
0,ball moving lotwill spin last difficult bat,62
0,haiyoh maybe hamster jealous million,48
0,please send auntys number,39
0,im glad following dreams,37
0,ive reached home finally,24
1,urgent important information 02 user today lucky day 2 find log onto httpwwwurawinnercom fantastic surprise awaiting,153
1,winner valued network customer selected receivea å£900 prize reward claim call 09061701461 claim code kl341 valid 12 hours,152
0,wn u r hurt prsn close 2 u fight wit dem coz somtimes dis fight saves relation bt quiet leaves nothin relation gud eveb,146
0,u call,14
0,science tells chocolate melt sunlight please dont walk sunlight bcozi dont want loss sweet friend,132
0,yes come nyc audiitions trying relocate,58
0,pocked,28
0,congrats thats great wanted tell tell score cos might make relax motivating thanks sharing,138
0,wud never mind u dont miss u dont need u wil really hurt wen u need amp u dont tell take care,123
0,hey mr whats name bill brison book one language words,80
0,okay good problem thanx,30
0,information ikea spelled caps yelling thought left sitting bed among mess came said going got home class please dont try bullshit makes want listen less,281
0,call ure done,21
0,gwr,3
0,best watch say cause get drunk motherfucker,63
1,kit strip billed 150p netcollex ltd po box 1013 ig11 oja,71
1,hmv bonus special 500 pounds genuine hmv vouchers answer 4 easy questions play send hmv 86688 infowww100percentrealcom,148
1,please call 08712402578 immediately urgent message waiting,81
1,thesmszonecom lets send free anonymous masked messagesim sending message theredo see potential abuse,130
1,well done 4 costa del sol holiday å£5000 await collection call 09050090044 toclaim sae tcs pobox334 stockport sk38xh costå£150pm max10mins,150
0,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl,142
0,erm woodland avenue somewhere get parish magazine telephone number,98
0,ta jobs available let know please cos really need start working,81
0,aiyar hard 2 type u later free tell call n scold n tell u,72
0,yup im free,11
0,good good billy mates gone jogging enjoy concert,72
0,yo come carlos soon,37
0,awww dat sweet think something nice time tonight ill probably txt u later cos im lonely xxx,124
0,guess useless calling u 4 something important,53
0,ha ha popped loo helloed hello,59
0,dint tell anything angry told abi,64
1,someone u know asked dating service 2 contact cant guess call 09058091854 revealed po box385 m6 6wu,131
0,happens r 2waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance,320
0,keep ten rs shelf buy two egg,37
0,wasnt well babe swollen glands throat end,80
0,ur changes 2 da report big cos ive already made changes 2 da previous report,79
0,captain room,22
0,cant speak bcaz mobile problem listen cannt listen voice calls later,105
0,hiya stu wot u 2im much truble home moment evone hates even u wot hell av done wont u tell text bck please luv dan,153
0,si take mokka players,31
0,still playing gautham,34
0,hey mr going sea view couple gays mean games give bell ya finish,111
0,k jason says hes gonna around ill around ltgt,64
0,sorry able get see morning,58
0,aight well keep informed,27
0,number sir,30
0,searching good dual sim mobile pa,45
0,seems unnecessarily hostile,32
0,dude got haircut breezy,42
1,congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm,151
0,1appledayno doctor 1tulsi leafdayno cancer 1lemondayno fat 1cup milkdayno bone problms 3 litres watrdayno diseases snd ths 2 u care,136
0,thought king hill thing,54
0,nope ill come online,24
0,also tell said happy birthday,35
0,bishan lei tot ì say lavender,34
0,boo time u get u supposed take shopping today,66
0,u sound like manky scouse boy stevelike travelling da bus homewot u inmind 4 recreation dis eve,111
0,fyi im taking quick shower epsilon like ltgt min,61
0,tuesday night r u 4 real,29
0,yes appt,26
0,got outta class gonna go gym,33
0,want sent ltgt mesages today thats sorry hurts,59
0,ìï write wat,19
0,ha wouldnt say didnt read anything way u seemed dont like 2 judgementali save fridays pub,129
0,valentine game send dis msg ur friends 5 answers r someone really loves u ques colour suits best,141
0,hidid asked waheeda fathima leave,46
0,enjoy urself tmr,16
0,still around could use half8th,38
1,u 447801259231 secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094597,142
0,give us back id proof ltgt rs wont allow work come home within days,106
0,ìï bot notes oredi cos juz rem got,38
0,yes rent expensive way save,49
0,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,153
0,hows pain deary r u smiling,31
0,fun fact although would think armand would eventually build tolerance shit considering much smokes gets fucked like 2 hits,155
1,important information 4 orange user 0789xxxxxxx today lucky day2find log onto httpwwwurawinnercom theres fantastic surprise awaiting,154
0,sorry cant help,29
0,great send account number,44
0,hellogorgeous hows u fone charge lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 cin u 2mrw luv jaz,138
1,dating service asked 2 contact u someone shy call 09058091870 revealed pobox84 m26 3uz 150p,123
0,ìï send contents page,33
0,night sweet sleep well ive see exorcism emily rose may never sleep hugs snogs,112
0,dont think u got think use got good ni8,85
0,cant right second gotta hit people first,50
0,evry emotion dsnt hav wordsevry wish dsnt hav prayrs u smiled world wit uothrwise even drop tear dsnt lik 2 stay wit uso b happy good morning keep smiling,165
0,remember,38
0,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop,84
0,mm yes dear look hugging p,44
0,like dis sweater fr mango size already irritating,69
0,1 dont number 2 gonna massive pain ass id rather get involved thats possible,118
0,anytime lor,11
1,want new video handset 750 time network mins unlimited text camcorder reply call 08000930705 del sat,131
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng,139
1,ur balance å£600 next question complete landmark big bob b barry c ben text b c 83738 good luck,120
0,fineabsolutly fine,21
0,k youre sure dont consent forms v,61
1,ur tonexs subscription renewed charged å£450 choose 10 polys month wwwclubzedcouk billing msg,138
1,dont prize go another customer tc wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl please call back busy,135
0,much torch 9ja,24
0,nothing u dinner w us,43
0,checking,35
0,done internet connection v slow canû÷t send try later first thing tomo,99
0,mathews tait edwards anderson,38
0,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke,139
0,need lar go engin cos sis arts today,47
0,thanks honey still havent heard anything leave bit longer 2 crowd try later great advice thanks hope cardiff still,160
1,want new nokia 3510i colour phone delivered tomorrow 200 free minutes mobile 100 free text free camcorder reply call 8000930705,153
0,im snowboarding trip wondering planning get everyone together befor goa meet greet kind affair cheers,138
0,sim watching live,23
0,see christmassy,38
0,k im ready ltgt,17
0,know god created gap fingers one made comes amp fills gaps holding hand love,142
0,greatest test courage earth bear defeat without losing heartgn tc,81
0,new years plans,29
1,recpt 13 ordered ringtone order processed,66
0,baaaaaaaabe wake miss crave need,55
0,got message ignoring yes shopping,70
0,dear mood cant drive brother drive,57
0,dad get back,21
0,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand,402
0,yes finished watching days lives love,54
0,juz go google n search 4 qet,28
0,many times lose best ones bcoz,45
0,good friends care close friends understand true friends stay forever beyond words beyond time gud ni8,131
0,getting back home,22
0,sorry ill call later ltgt mins,31
0,dun need use dial juz open da browser n surf,50
1,one registered subscribers u enter draw 4 100 gb gift voucher replying enter unsubscribe text stop,129
0,awesome plan get time like ltgt ill text details wee bit,85
0,take care sleep wellyou need learn change lifeyou need get convinced thati wait conversations usget convinced timeyour family many sensesrespect overemphasiseor u role life,275
1,chance win free bluetooth headset simply reply back adp,79
0,also didnt get na hi hi hi hi hi,36
0,ya cant display internal subs gotta extract,60
0,said anything wrong sorry de,33
0,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish,146
0,stupid say challenge godyou dont think write instead respond immed,101
0,yeah able ill text im ready meet,62
0,v skint fancied bevieswaz gona go meet othrs spoon jst bin watchng planet earthsofa v comfey dont make hav gd night,145
0,says hes quitting least5times day wudnt take much notice nah didnt mind gonna see want come taunton tonight u tell,191
0,get free call,25
0,little darlings far week need coffee run tomocant believe time week already û,119
0,ok msg u b4 leave house,30
0,still west coast haiz ìïll take forever come back,55
0,mmm fuck merry christmas,32
0,alright thanks advice enjoy night ima try get sleep,76
0,update face book status frequently,40
0,saw messageit k da,32
0,something u ate,22
0,bank say money,40
0,aiyar dun disturb u liao thk u lots 2 aft ur cupboard come,66
0,hey r watching movie tonight ill prob b home early,62
0,yar lor u noe u used dat route,38
0,2mro coming gym machan goodnight,44
0,dont think need yellow card uk travel ask someone gone ltgt bucks,109
0,u look 4 da lib got stuff havent finish yet,55
0,sounds great im going sleep good night,52
1,dont b floppy b snappy happy gay chat service photo upload call 08718730666 10pmin 2 stop texts call 08712460324,127
0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,152
0,come u got nothing,28
0,nothing ever easy dont looking reason take risk life love,94
0,want grasp pretty booty,34
0,ive got tea sure flavour,47
0,im going 2 orchard laready reaching soon u reaching,58
0,dear denying words please,39
0,know old dom told yesterday name roger got touch last night wants meet today 2 pm,139
0,come back tampa ffffuuuuuuu,30
0,2 celebrate båõday else,28
0,merry christmas u annie,30
0,please tell special stock talking,73
0,sent like,23
1,urgent ur awarded complimentary trip eurodisinc trav acoentry41 å£1000 claim txt dis 87121 186å£150morefrmmob shracomorsglsuplt10 ls1 3aj,151
0,awesome minute,28
0,problem walk around julianaland oblivious going around say things constantly go one ear go whatever want dont know im upsetits dont listen tell going upset want surprised im mad,364
0,ive told everything stop dont let get dehydrated,66
0,guess ltgt min,21
0,im home ard wat time u reach,33
0,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone 4get name person,245
0,want mapquest something look usf dogwood drive,65
0,aight plan come later tonight,49
0,die accidentally deleted e msg suppose 2 put e sim archive haiz sad,79
1,welcome ukmobiledate msg free giving free calling 08719839835 future mgs billed 150p daily cancel send go stop 89123,143
0,wishing great day moji told offer always speechless offer easily go great lengths behalf stunning exam next friday keep touch sorry,231
0,thanks reply today ur visa coming r u still buying gucci bags sister things easy uncle john also bills really need think make money later sha,230
0,sorry flaked last night shits seriously goin roommate tonight,91
0,said look pretty wif long hair wat thk hes cutting quite short 4 leh,82
0,ranjith cal drpd deeraj deepak 5min hold,44
0,cheers callin babesozi culdnt talkbut wannatell u details later wenwecan chat properly x,94
0,hey u still gym,22
0,said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid caken wife,129
0,much better thanks lol,26
0,nothing smsing u n xy lor sorry lor da guys neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meeting,156
0,lemme know swing pick im free basically time 1 semester,95
0,wa u efficient gee thanx,27
1,3 received mobile content enjoy,45
0,able sleep,23
1,want explicit sex 30 secs ring 02073162414 costs 20pmin,62
0,meet soon princess ttyl,31
0,ill pick 515pm go taunton still want come,73
0,oh 4 outside players allowed play know,46
0,anything lor,14
0,erutupalam thandiyachu,22
0,cant u try new invention flyim joking,46
0,noits ful song lyrics,24
0,u reckon need 2 arrange transport u cant thanks,67
0,true lov n care wil nevr go unrecognized though somone often makes mistakes valuing definitly undrstnd start missing,156
0,shopping eh ger toking abt syd lehhaha,40
0,standing,23
0,good weekend,18
0,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality wins,123
0,call get chance plz lt3,39
0,new deus ex game comin early next yr,40
0,computer fried essential part dont keep spares fucking idiot roommates looovvve leaving thing running full ltgt 7,155
0,friend shes studying warwick weve planned go shopping concert tmw may canceled havnt seen ages yeah get together sometime,162
0,probably couple hours tops,28
0,lol grins im babe thanks thinking,53
0,man bus slow think youre gonna get,69
0,hope text meets smiling let text give reason smile beautiful day,106
0,case wake wondering forgot take care something grandma today done parade,133
0,ok,2
1,latest nokia mobile ipod mp3 player å£400 proze guaranteed reply win 83355 norcorp ltdå£150mtmsgrcvd18,117
1,sms services inclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625comuk 220cm2 9ae,148
0,nvm take ur time,16
0,wats da decision,19
0,wot u 2 bitch,24
0,stupidits possible,22
0,told hr want posting chennaibecause im working,69
1,mobile club choose top quality items mobile 7cfca1a,71
0,guys leaving,25
0,neva grumble sad lor hee buy tmr lor aft lunch still meetin 4 lunch tmr neva hear fr lei ìï got lot work ar,139
0,able anything,23
0,ìï takin linear algebra today,29
0,weekend fine excuse much decorating,60
0,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss,123
0,project pa come,41
1,money wining number 946 wot next,51
0,sure whenever show fuck gt,37
0,random saw old roomate campus graduated,57
1,congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm,151
0,men always needs beautiful intelligent caring loving adjustable cooperative wife law allows one wife,115
0,sucks got planned yo valentine yo valentine arent,90
0,got part nottingham 3 hrs 63miles good thing love man much 40mph hey ho,100
0,think one saying clearly ok leave need ask go come,92
0,hi good mornin thanku wish u,35
0,u want 2 meet 2morro,26
0,actually decided hungry havent left yet v,58
0,ive sent ì part,18
0,cos shopping wif darren jus n called 2 ask wat present wan lor started guessing wif n finally guessed darren lor,156
1,want cock hubbys away need real man 2 satisfy txt wife 89938 strings action txt stop 2 end txt rec å£150ea otbox 731 la1 7ws,152
0,understand loss gain work school,53
0,u missed u havent 2 much bit bored holiday want 2 go bak 2 college sad isnt itxx,116
0,hiya probably coming home weekend next,45
0,dont forget though love walk beside watching keeping heart warm,103
0,wish things different wonder able show much value pls continue brisk walks drugs without askin please find things laugh love dearly,201
0,ok days making dinner tonite invited,70
1,gr8 new service live sex video chat mob see sexiest dirtiest girls live ur phone 4 details text horny 89070 cancel send stop 89070,157
0,money 4 steve mate,29
0,im late tellmiss im way,29
0,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning,145
